title,romurbital,unidentified
kaniš,,
karahüyük,,
kaneš,,
kültepe,,
kültepe karahüyük,,
neša,,
kültepe,,
eulepa,,
aipolioi,,
dalanda,,
delendis,,
armaxa,,
armaza,,
agranai,,
agriane,,
coduzalaba,,
sabalassos,,
kamisa,,
comassa,,
eumeis,,
bagadania,,
chorsabia,,
carsagis,,
carsais,,
elegarsina,,
cappadocia,,
argaeus,,
argaios,,
dastracus,,
eudoixata,,
eudoxiana,,
antitaurus m.,,
antitaurus,,
antitauros,,
ala da?lar?,,
alada?lar,,
charax,,
elegeia,,
arasaxa,,
arathia,,
arca,,
karmala,,
markala,,
arkala,,
bathys rhyax,,
krya pege,,
arabissos,,
tripotamos,,
euagina,,
sebagena,,
eudagina,,
dasmenda,,
argaous,,
capotes mons,,
forum subertanum,,
b?t ninurta,,
b?t enlil u ninurta,,
siqqurrat ninurta,,
siqqurratu ša kalhi,,
eumenetica,,
uqaya,,
cattabania,,
cuccuru nuraxi,,
guillena,,
via praenestina,,
prainestine odos,,
kristenos,,
kik[.]os,,
diktis,,
ambitouti,,
rastia,,
petenissos,,
klaudiopolis,,
voturi,,
euagina,,
phoubagina,,
olenos,,
silandene,,
mithridation,,
garmias,,
karima,,
moustilia,,
toutobodiaci,,
stabiu,,
ouadata,,
earsos,,
scanatus,,
ouanota,,
imrougarene,,
louloumnenos,,
timoniacenses,,
gadasena,,
tetrapyrgia,,
tetradion,,
drynemeton,,
ouestene,,
seiva,,
siva,,
(...)pykena,,
odogra,,
odoga,,
karissa,,
landosia,,
cuballum,,
phreata,,
klintene,,
alassenses,,
ouinzela,,
doudousa,,
doudoua,,
didienses,,
oukena,,
oukaina,,
saralius,,
saralos,,
agrizama,,
kouesseus,,
zama,,
posdala,,
comenses,,
laskoria,,
lassora,,
kelosina,,
isileo nella vigna rocci,,
‘ayn-i r?m,,
city of the god haldi in the land ziuquni,,
kef kalesi,,
chiesa di santa maria dell'orto,,
karahan,,
tapah farukh?b?d,,
zan??n,,
zan??n,,
?an??n,,
?an?an,,
zan?an,,
monte rocche,,
temple of olympian zeus,,
to ieron tou dios tou olumpiou,,
tempio di zeus (siracusa),,
tel dalit,,
khirbet ras ed-daliya,,
villa romana delle grotte,,
ad pons singae,,
cendere koprusu,,
severan bridge,,
chabinas bridge,,
ta?köprü,,
ponte sarus,,
eleusinion,,
eleusínion en astei,,
city eleusinion,,
ali?ar hüyük,,
house of the red walls,,
casa delle pareti rosse,,
viii.5.37,,
santa venera al pozzo,,
santa venere al pozzo,,
terme di santa venera,,
k?lfara?,,
tsovak,,
casa del rilievo di telefo,,
house of the relief of telephus,,
abbazia di montecassino,,
doric nymphaeum,,
esik kurgan,,
sette sale,,
arinçkus,,
arzaškun,,
kavu?tuk,,
ulnia,,
tilokbarina,,
syriai pylai,,
syrian gates,,
belen gecidi,,
belen pass,,
trapezon,,
stauris oros,,
telanissos,,
tura d’ urhay,,
skirtos,,
daisun,,
teleda,,
tiberine chora,,
thaumaston oros,,
zaerous,,
singas,,
zeugma,,
seleukeia pros to euphrate,,
zuqarri,,
zeus madbachos,,
thomas,,
sipha,,
tharsa,,
tarsa,,
tyba,,
deba,,
tardequeia,,
symeon,,
symeon,,
beroia,,
?alman,,
halab,,
halab,,
berrhoia,,
?alab,,
?alab,,
?alab,,
halapia,,
?alpa,,
beroia,,
aleppo,,
chalyb?n,,
halaba,,
halb?ja,,
chalep,,
dabana,,
tharrana,,
mannouorra,,
davana,,
chaonia,,
channunia,,
hanunea,,
gephyra,,
capriandas,,
batnae,,
markopolis,,
anthemusia,,
bathnae mari,,
batnon da-serugh,,
bemmaris,,
charax sidou,,
sathena,,
batanis,,
bithias,,
coryphaeus,,
in medio,,
catabana,,
katamana,,
kinet höyük,,
ye?il hüyük,,
k?net höyü?ü,,
??sn at-ti?n?t,,
issus,,
nikopolis,,
issos,,
imma,,
cyrrestice,,
birtha,,
birtha,,
caphrena,,
gerbedisso,,
carchemish,,
karkamiš,,
europos,,
jerbas,,
???????,,
karkam??,,
chalybonitis,,
daiara,,
thiara,,
belus,,
chalos,,
ciliza,,
urmagiganti,,
kilis,,
kilis,,
cilca novum,,
hierapolis,,
kastabala,,
kaprokerama,,
kaprokeram,,
halai,,
alai,,
eirenopolis,,
neronias,,
charandama,,
germanikeia,,
caesarea germanice,,
germanicia,,
mar?aš,,
mar?aš,,
maraš,,
germanikeia,,
germanikeia kaisareia,,
marqasu,,
k. mara?,,
mara?,,
kahramanmara?,,
mariscum,,
marasch,,
maraqasi,,
marhasi,,
marhas?ja,,
marqas?ja,,
marqaš?ja,,
gurgum?ja,,
gurgume,,
kahramanmara?,,
capersana,,
capadox,,
gindaros,,
gindareni,,
charakene,,
caeciliana,,
kaprokera,,
heracome,,
iaracopama,,
hierapolis,,
bambyke,,
mabog,,
munaibi?,,
mombech,,
manbi?,,
l?ta-aššur,,
napigu,,
bambyke,,
bambyk?,,
nippigu,,
hierapolis,,
hierapolis bambyk?,,
hierapolis,,
mun?bi?,,
mabbug,,
mabbug,,
mabbuk,,
chorion tou hormisdou,,
commagene,,
bizika,,
basileia,,
doliche,,
dülük,,
kaprobarada,,
hydatos potamoi,,
seleukeia pieria,,
cilicia,,
hilakku,,
hilakk?ja,,
hilukk?ja,,
cannaba,,
canaba,,
kaproliaba,,
epiphaneia ad euphratem,,
chordiraza,,
baisampse,,
charmodara,,
cholmadara,,
eragiza,,
kaprokilla,,
callicome,,
edessa,,
antiochia ad callirhoem,,
urhay,,
ar-r??a,,
antiocheia,,
ar-ruha,,
ioustinianoupolis,,
col. marcia aur. antoniniana,,
ar-?uh?,,
orhay,,
urfa,,
urfa,,
urhay,,
ar-ruh?,,
ar ruh?,,
ar-ru??,,
ru?a,,
hadas,,
colonia marcia aur. ant. e.,,
edesia,,
edessa,,
antiócheia h? epì kallirhó?,,
bytyllion,,
kapernabou,,
carrhae,,
harran,,
gabboula,,
issicus sinus,,
kilikios kolpos,,
mariandikos kolpos,,
kan?',,
cyrrus,,
hagioupolis,,
beselatha,,
daphne,,
dardas,,
batnai,,
bersiba,,
tall al-a?mar,,
mazuwati,,
k?r šulm?nu-ašar?d,,
tall ahmar,,
tall a?mar,,
at-tall al-a?mar,,
til-barsip,,
til-barsaip,,
til-barsiba,,
til-bursaip,,
til-bursiba,,
til-bursip,,
tarbusiba,,
tarbusib?ja,,
tarbasib?ja,,
k?r-šulm?nu-ašar?d,,
tall al-a?mar,,
tall a?mar,,
tall a?mar,,
chabina,,
fadana,,
georgia,,
carbanum,,
caranon,,
ariseria,,
ad serta,,
adatha,,
apamea,,
alexandria ad issum,,
alexandretta,,
?skenderum,,
alexandrette,,
iskenderun,,
?skenderun,,
?skenderun,,
alexandreia bei issos,,
al-iskandar?na,,
iskandar?n,,
iskandar?ya,,
al-iskandar?ya,,
alexandreia,,
alexandreia kat isson,,
alexandreia kat' isson,,
ballatha,,
arsl?n ?ash,,
mons amanus,,
ham?nu,,
nur da?lari,,
balihu,,
balissus,,
belias,,
amphipolis,,
tourmeda,,
nikatoris,,
baiae,,
antiochia,,
theoupolis,,
iopolis,,
antiocheia epi daphn?,,
an?aqya,,
antiocheia,,
antakya,,
an??kiya,,
an?a?ya,,
an??kya,,
an?akya,,
antiochia,,
antiochia,,
hatay,,
iii gallica (vesp.) garrison,,
antiocheia am orontes,,
antiocheia am oront?s,,
anazarbos,,
caesarea,,
ioustinianoupolis,,
ioustinoupolis,,
agrippias,,
abarara,,
amanikai pylai,,
portae amani montis,,
amanicae pylae,,
amanikai pylai,,
ciliciae portae,,
ad orontem,,
anthemusia,,
baka,,
antigonia,,
antigoneia,,
alexandros,,
aigaiai,,
aigaI,,
aegeae,,
arianodum,,
arsameia am nymphaios,,
eski kale,,
arsameia on the nymphaios,,
arsamea,,
arsameia pros nymphaio,,
arkeuthos,,
iaphtha,,
ayn darah,,
ain DARa,,
aquae (...),,
aliaria,,
casa di laomedonte,,
domus of the mm. loreii tiburtini,,
domus of d. octavius quartio,,
ii.2.2-5,,
house of loreius tiburtinus,,
theater of minturnae,,
teatro romano minturno,,
pyramos,,
singa,,
sugga,,
litarba,,
litargon,,
ellitarbi,,
mogiza,,
orontes,,
axios,,
drakon,,
ophites,,
typhon,,
belus,,
amnis orontes,,
arantu,,
lakanatis,,
oeniandos,,
epiphaneia,,
rhosii,,
rhabaine,,
arabena,,
oinoparas,,
aprê,,
myriandros,,
myriandos,,
lacotena,,
osrhoene,,
minnica,,
?a??um,,
lidar höyü?ü,,
lidar hüyü?ü,,
lidar hüyük,,
silpion oros,,
kodrigai,,
niara,,
nulia,,
nisibyn,,
ad zociandem,,
rhosos,,
urrus,,
mar yaqub,,
melas,,
parion oros,,
seleukeia epi tou zeugmatos,,
parmenios,,
melas,,
pieria,,
rhosikos skopelos,,
seleukis,,
katabolos,,
moutloubake,,
nisus,,
cesum,,
nicopolis,,
kirkota,,
samosata,,
samosata,,
eski samsat,,
xvi flavia garrison,,
vi flavia firma (diokl.) garrison,,
?a??u,,
sumais??,,
šamošat,,
xvi flavia firma garrison,,
samsat hüyü?ü,,
samsat hüyük,,
?amsat,,
?am?at,,
samsat,,
kummu?u,,
sumais?t,,
iii gallica (hadr.),,
kummuhu,,
kumuhu,,
kumuhhu,,
kumuh,,
kummuh?ja,,
kumuhh?ja,,
kumuh?ja,,
perre,,
marsyas,,
nymphaion,,
balaneion tiberinon,,
kynegike,,
cynegia,,
pagrae,,
meroe,,
marwa,,
mur?a,,
manneotai,,
pinaros,,
kilikiai pylai,,
platanoi,,
pictanus,,
meleagrum,,
pagrika ore,,
koryphe oros,,
nymphaios,,
potamos karsos,,
phlaouiopolis,,
flavias,,
qar? mar?aš,,
flavias,,
flaouiopolis,,
?ar? ?? l-q?dir?ye,,
karspazar,,
?ar? mar?aš,,
kadirli,,
karsbazar,,
?ar?,,
qar? ?u-l-qadiriye,,
ourima,,
antiochia ad euphratem,,
arulis,,
magzartha,,
pordonnium,,
omeros,,
lepte akra,,
regia,,
moumoustra,,
sicos basilisses,,
karmalas,,
labotas,,
saluara,,
nastae,,
octacuscum,,
scasuson,,
besni,,
seuera,,
qenneshre,,
mopsouhestia,,
mopsouestia,,
seleukeia pros to pyramo,,
mopsus,,
misis,,
pahri,,
lARmanaza,,
orokassias oros,,
qa?r-i ab?na?r,,
hasbey,,
norgegh,,
norkox,,
kh?n ?asw?,,
hum?,,
ishtar gate,,
abul-ištar,,
ištar-s?kipat-t?bîša,,
la hoya,,
ab? ?b?rah,,
tribonum,,
que,,
gaeianou polis,,
gaeianou,,
pania,,
vindemis,,
melania,,
imbarus m.,,
salon,,
bidana,,
casyponis,,
porinda,,
kestel(...),,
kyinda,,
kundu,,
koropissos,,
praetorias,,
callosus,,
bazis,,
sinala,,
krene manias,,
pessinos,,
soroba,,
linaton m.,,
psimada,,
bombos,,
kardabounda,,
loumada,,
asseris,,
crocodilus,,
pinare,,
koubramon,,
lycus,,
in monte,,
halikon,,
paradeisos,,
dorion,,
apadnas,,
tetrapyrgia,,
tetra,,
tyros,,
ale,,
dalisandos,,
pedalie,,
neapolis,,
in monte tauro,,
lyrnessos,,
kardako?n ko?me?,,
obere sakarya-senke,,
“villa of augustus” at somma vesuviana,,
villa augustea,,
umm el-marra,,
la grotta del mitreo,,
san giovanni al timavo,,
chetinyova mogila,,
starosel,,
chetinyova mound,,
chetinyova tomb,,
castillo de ucero,,
al-jaz?rah,,
g?zarta,,
casa di pansa,,
casa dell'edile pansa,,
casa di panza,,
casa dello edile pompejano cuspio panza,,
casa di parato,,
domus of c. cuspius pansa,,
domus of cn. alleius nigidius maius,,
domus of the olii primus et paratus and of t. olius,,
vi.6.1,,
amphithéatre d'avenches,,
west gate,,
byzantine rooms,,
martyrium biabsidato,,
is?anikka,,
chan schaichun,,
treasury of atreus,,
kuppelgrab,,
sestiae,,
ad ladios,,
ad turres,,
ad malum,,
ad statuas,,
aemate,,
aematini,,
lamatis,,
lamatini,,
aegida,,
adrion,,
ad matricem,,
ad latus,,
ad turres,,
aequum,,
ad fines,,
ad nonum,,
albanum,,
ad novas,,
[albanta],,
ad fines,,
aenona,,
ad quartodecimum,,
acervo,,
agruvium,,
ad publicanos,,
ad mures,,
ad flexum,,
ad basante,,
ad dianam,,
ad fornulos,,
ad ningum,,
ad praetorium,,
ad pontem,,
ad medias,,
ad labores,,
ad zizio,,
ad titulos,,
ad libros,,
ad statuas,,
ad lotodos,,
ad vicesimum,,
ad labores pontis ulcae,,
leutuoano,,
ad militare,,
ansium,,
baloie,,
apsyrta,,
crepsa,,
bathinus,,
arba,,
arsia,,
andetrium,,
alisca,,
azali,,
castra,,
brattia,,
brac,,
argyruntum,,
argao,,
brigetio,,
breuci,,
azao,,
albona,,
anderva,,
arupium,,
arba,,
apsarus,,
bariduum,,
annamatia,,
asamum,,
andautonia,,
š?itarjevo,,
avendo,,
aqua viva,,
cardono,,
iovia,,
campona,,
nagytétény,,
aufustianis,,
ad fusciana,,
alta ripa,,
aquae,,
blandona,,
bersellum,,
arausa,,
arabiates,,
boii,,
apsyrtides,,
crepsi,,
apsyrtides,,
alpes iuliae,,
alpes venetae,,
aureus,,
caesariana,,
biston,,
aquae s(...),,
ancus,,
asseria,,
carnium,,
ausancalio,,
alpes ferreae,,
alveria,,
aquincum castra,,
capris,,
iustinopolis,,
bistua nova,,
aquae iasae,,
aquae balissae,,
municipium iasorum,,
bistua vetus,,
bigeste,,
candalicae,,
aquincum,,
óbuda,,
atrans,,
altinum,,
alpes delmaticae,,
autariatae,,
autariatai,,
burnum,,
bassiana,,
boulinoi,,
castra ad herculem,,
apeva,,
bulsinius,,
cervaria,,
albius,,
arrabo,,
arrabona,,
andizetes,,
bacuntius,,
carvanca,,
antiana,,
bova,,
bathiatai,,
ardiaei,,
vardaei,,
pyrri,,
romula,,
savaria,,
szombathely,,
ortopla,,
praetorium latobicorum,,
narona,,
vid,,
ocra,,
okra,,
pituntium,,
sala,,
sapuates,,
sardeates,,
sala,,
piretis,,
oeneus,,
nauportus,,
nauportos,,
praetentura italiae et alpium,,
savarias,,
pultovia,,
pinguis,,
nestoi,,
ninia,,
poidikon,,
saldis,,
pelso l.,,
ragando,,
salona,,
solin,,
rhizon,,
risinium,,
rhíz?n pólis,,
pardua,,
parentium,,
pore?,,
colonia iulia parentium,,
raparia,,
raetinium,,
salthua,,
pelva,,
sapua,,
salinae,,
poetovio,,
noreia,,
nestos,,
hippius,,
polaticus sinus,,
salvia,,
saloca,,
nedinum,,
pons tiluri,,
rider,,
polaticum pr.,,
neviodunum,,
ningum,,
pola,,
pola,,
colonia iulia pola pollentia herculanea,,
pula,,
pharus,,
rhizonicus sinus,,
rhizonikos kolpos (ho),,
pannonia,,
pannonii,,
ponte navata,,
nesactium,,
novae,,
salon,,
ramista,,
formin,,
salvium,,
oseriates,,
ris(...),,
quadrata,,
pharus,,
otok hvar,,
insula faria,,
olunta,,
sollentia,,
pullariae,,
brijuni islands,,
sarnade,,
rundictes,,
piquentum,,
pleraei,,
portunata,,
populi,,
neapolis,,
emoniia,,
emonia,,
plana,,
piranum,,
sabatinca,,
sarute,,
ruginium,,
promona,,
oneum,,
picentino,,
osinium,,
indenea,,
melcumani,,
in alperio,,
lougeon helos,,
metulum,,
iassii,,
iasii,,
limusa,,
iasulones,,
ladesta,,
ladeston,,
lastovo,,
ladestanos,,
mogentiana,,
mogetiana,,
mestrianis,,
lopsica,,
incero,,
lussonium,,
intercisa,,
dunaújváros,,
mursella,,
manios kolpos,,
muccurum,,
iader,,
zadar,,
zara,,
histria,,
histri,,
liburnia,,
liburni,,
ionnaria,,
matucaium,,
magdalensberg,,
leucono,,
humagum,,
hyllis pr.,,
lentulis,,
maezaei,,
matrica,,
iovalia,,
hiulca palus,,
mursianus l.,,
iapudes,,
iapydes,,
latobici,,
manioi,,
mURSELLA,,
mursa minor,,
mersella,,
issa,,
vis,,
lissa,,
leusinio,,
hylloi,,
lauriana,,
monetium,,
iuenna,,
murius,,
marsonia,,
marsonie,,
marsunnia,,
iovia,,
iovia,,
marinianis,,
magniana,,
mursa,,
osijek,,
mursa maior,,
muteno,,
laurento,,
leusaba,,
lussomana,,
naresii,,
mentorides,,
longaticum,,
mutila,,
monate,,
korkyra melaina,,
in alpe iulia,,
ad pirum,,
hercuniates,,
lissa,,
ugljan,,
ugliano,,
in monte bulsinio,,
naro,,
melite,,
lugio,,
florentia,,
kelamantia,,
crispiana,,
cornacates,,
flanaticus sinus,,
flanonicus sinus,,
celeia,,
celje,,
donatianis,,
diluntum,,
stolac,,
cissa,,
cissa,,
deretini,,
ditiones,,
cibalae,,
glinditiones,,
glintidiones,,
cornacum,,
crucium,,
gabromago,,
elaphites,,
colapiani,,
endirudini,,
interphrourinoi,,
curta,,
contra aquincum,,
hedum castellum daesitiatium,,
ajdovš?ina,,
fluvio frigido,,
castra,,
enchelei,,
colapis,,
dalmatia,,
haemasi,,
gardellaca,,
cardabiaca,,
delmatae,,
duria,,
frigidus,,
vipava,,
halicanum,,
fulfinium,,
fertinium,,
colatio,,
emona,,
nauportus,,
floriana,,
contra florentiam,,
curicta,,
krk,,
cavtat,,
epidaurum,,
epetium,,
curicum,,
corcoras,,
krka,,
emona,,
ljubljana,,
colentum,,
daesitiates,,
formio,,
catali,,
daorsi,,
cocconis,,
rt plo?a,,
planka point,,
punta planca,,
diomedis pr.,,
cirpi,,
flavia solva,,
wagna,,
corcyra nigra,,
crumerum,,
eravisci,,
clambetis,,
deraemistae,,
dravus,,
causilena,,
fecusses,,
secusses,,
gorsium,,
herculia,,
tác,,
crexa,,
celadussae,,
delminium,,
clandate,,
epidotium,,
corinium,,
flanona,,
cirtisa,,
diomedeae,,
?zah,,
serota,,
varianis,,
spalatum,,
split,,
stravianis,,
upellis,,
sidrona,,
taurisci,,
titius,,
titus,,
katarbates,,
segestica,,
siscia,,
sisak,,
stanecli,,
ins. ursaria,,
sveti juraj,,
san giorgio,,
senia,,
senj,,
tilurium,,
tauris,,
silicenis,,
ulcisia castra,,
castra constantia,,
szentendre,,
surontio,,
splonum,,
varciani,,
servItium,,
silvo,,
tragurium,,
scardona,,
skradin,,
vetus salina,,
adony,,
trono,,
vegium,,
sonista,,
synodion,,
magnum,,
ulcirus,,
ulca,,
sopianae,,
pécs,,
varvaria,,
tricciana,,
solva,,
tambia,,
tartursanis,,
siparis,,
sapparis,,
sipar,,
vindonianus vicus,,
tarsatica,,
solva,,
vereis,,
sisciani,,
transaquincum,,
scarbantia,,
sopron-scarbantia,,
oppidum scarabantia iulia,,
virunum,,
zollfeld,,
urbate,,
stiriate,,
stagnum,,
valdasus,,
viscellis,,
teutoburgium,,
setovia,,
siculi,,
tedanius,,
telavium,,
terponus,,
serena,,
volgum,,
stailuco,,
urbanus,,
urpanus,,
egnatia hodos,,
litana silua,,
tell abu hafur,,
knockeen portal tomb,,
lukmanier pass,,
passo del lucomagno,,
lorestan,,
lurestan,,
loristan,,
chugh? sabz,,
tall d?miy?,,
bani walid,,
castellammare della bruca,,
castellum velie,,
capitolium vetus,,
adulas m.,,
medoullon,,
aquae gradatae,,
klautonatioi,,
togienses,,
sanctio,,
sinduni,,
toullon m.,,
flamonienses,,
subocrini,,
inoutrion,,
canini campi,,
quarqueni,,
gellia,,
vetonina,,
cassiliacum,,
ircavium,,
phligadia m.,,
phligadia,,
viaca,,
leunoi,,
apenninus,,
benlaunoi,,
karous adios oros,,
albion,,
albia m.,,
afas lupeici,,
templum divi vespasiani,,
tall al-shiy?kh f?q?n?,,
k?zkapanli,,
ma’allanate archive 1,,
royal stoa,,
stoa basileios,,
stoa basileios,,
dereüstü,,
anzav,,
sam?alla,,
zincirli huyuk,,
sam?al,,
sam?all?ja,,
sam?al?ja,,
spera,,
espera,,
aloquaz,,
piramide di caio cestio,,
andaluzia,,
andalucia,,
tall al mazar,,
casa di minucius,,
domus and textrina of minucius fuscus and minucius epaphra,,
i.10.8,,
tessitoria di minucius,,
haus und textrina des minucius fuscus und der epaphra,,
necropoli di crocifisso del tufo,,
abu sir,,
tun?ja,,
atun?ja,,
atun?ja,,
tun?ja,,
hadriaticum,,
adriaticum,,
superum mare,,
iónios kólpos,,
adriatic sea,,
italia,,
italia,,
ibericum mare,,
hibericum mare,,
internum mare,,
mediterranean sea,,
mare intestinum,,
mare nostrum,,
tâmtu el?tu,,
tâmtu el?tu ša šulum šamši,,
tâmtu el?n?tu ša šal?m šamši,,
tâmtu el?n?tu ša amurrû,,
tâmtu er?b šamši,,
tâmtu rab?tu,,
tâmtu rab?tu ša amurrû,,
tâmtu rab?tu ša amurrû ša šulum šamši,,
tâmtu rab?tu ša šulum šamši,,
tâmtu ša amurrû,,
tâmtu ša šulum šamši,,
tâmtu šal?m šamši,,
karpates oros,,
carpathian mountains,,
germania superior,,
lopadusa,,
lampedusa,,
ionium mare,,
hispania,,
felignates,,
givry,,
isara,,
römische kalkbrennerei iversheim,,
la cavée du moulin,,
hanches,,
isara,,
lura,,
kruishoutem,,
gesacum,,
gisacum,,
gisacum,,
icauna,,
ganuenta,,
helvetum,,
ellelum,,
grannum,,
aquae granni,,
grand,,
ibliodurum,,
igel,,
iatinon,,
fixtuinum,,
meaux,,
kester,,
hermoniacum,,
gelduba,,
gellep-stratum,,
geminiacum,,
les bons villers,,
howardries,,
ringwall von otzenhausen,,
hunnenring,,
helinium,,
grobbendonk,,
icorigium,,
halder,,
iuliobona,,
lillebonne,,
les vaux de la celle,,
gesoriacum,,
bononia,,
boulogne-sur-mer,,
gesogiaco quod nunc bononia,,
hofstade,,
iuliacum,,
haltern am see,,
mARSACI,,
laugona,,
meldi,,
nemetes,,
mosa,,
maas,,
meuse,,
metlosedum,,
mellodunum,,
meteglo,,
mons brisiacus,,
brisiacus,,
sampuy,,
mérouville,,
mosa,,
morlanwelz,,
nemetodurum,,
mediomatrici,,
lintomagus,,
minariacum,,
marsi,,
liffol-le-grand,,
mediolanum aulercorum,,
eburovicum,,
évreux,,
lyons-la-forêt,,
nasium,,
mogontiacum,,
mainz,,
moenus,,
nava,,
mederiacum,,
lesura,,
sanctuaire d'isis et de mater magna,,
heiligtum der isis und mater magna (mainz),,
magna mater temple,,
lupia,,
maubeuge,,
namur,,
namen,,
lutetia,,
lutecia,,
luticia,,
paris,,
loutokotia,,
lutetia parisiorum,,
luteci,,
luticia parisiorum,,
lutecia parisiorum,,
leukotekia polis,,
lutèce,,
lutecia,,
lutezia,,
leuci,,
lexovii,,
lexovioi,,
matrona,,
martelange,,
minatiacum,,
ninittaci,,
ninitiacum,,
mosella,,
flumen musalla,,
nemetacum,,
nemetocenna,,
arras,,
litanobriga,,
thiverny,,
marcomagus,,
nennig,,
morini,,
morinoi,,
loium,,
lotum,,
nervii,,
marcis,,
litus saxonicum,,
menapii,,
menapioi,,
mosomagus,,
mouzon,,
welschbillig,,
uggate,,
viromandui,,
vervigium,,
vervoz,,
viromandis,,
vodgoriacum,,
waudrez,,
verbinum,,
vironum,,
ubii,,
la villeneuve-au-châtelot,,
wiompont,,
vicus cruciniacum,,
bad kreuznach,,
vacalus,,
vahalis,,
waal,,
varnenum,,
vangiones,,
vicus contiomagus,,
pachten,,
vicus bodatius,,
vicus voclannionum,,
yutz,,
vosolvia,,
bosolvia,,
velzeke-ruddershove,,
usipetes,,
veliocasses,,
vungovicus,,
vicus iulius,,
vicus bibiensium,,
viroviacum,,
wervik,,
billihe,,
vicus augustanus,,
viriodunum,,
veriodunum,,
les longues tailles,,
römerlager wesseling,,
verneuil-en-halatte,,
vendeuil-caply,,
vosegus,,
empulum,,
tungri,,
tiberiacum,,
titelberg,,
emilianus-stollen,,
emilianstollen,,
st. barbara,,
sturii,,
tabernae,,
segessera,,
bar-sur-aube,,
salisio,,
sunuci,,
sura,,
sauer,,
salioclita,,
saar,,
sarre,,
saravus,,
setuci,,
steviae,,
sefulae,,
sentiacum,,
tullum,,
tullium,,
toul,,
tienen,,
teucera,,
schwarzenacker,,
solimariaca,,
soulosse-sous-saint-élophe,,
scarponna,,
scarpone,,
triboci,,
saint-aubin-sur-gaillon,,
silvanectes,,
traiectus,,
maastricht,,
taviers,,
treveri,,
scaldis,,
schelde,,
escaut,,
scaldea,,
taboulla,,
teudurum,,
tarvenna,,
tarouanna,,
tervanna,,
thérouanne,,
tres tabernae,,
